"exp","myvar","citation","full_reference","X","bibtexkey"
"swissface_lolium2_c","agb","bazot_et_al_2006","bazot_et_al_2006_effects_of_elevated_co2_concentration_on_rhizodeposition_from_lolium_perenne_grown_on_soil_exposed_to_9_years_of_co2_enrichment_soil_biology_and_biochemistry_38_729-736",NA,"@bazot_et_al_2006"
"swissface_lolium2_c","agb","hartwig_et_al_2002","hartwig_ua_luscher_a_noesberger_j_kessel_cv_2002_nitrogen-15_budget_in_model_ecosystems_of_white_clover_and_perennial_ryegrass_exposed_for_four_years_at_elevated_atmospheric_pco2_global_change_biology_8:194–202",NA,"@hartwig_et_al_2002"
"swissface_lolium2_c","agb","gloser_et_al_2000","gloser_v_luscher_a_frehner_m_blum_h_noesberger_j_and_hartwig_u_a_2000_soil_mineral_nitrogen_availability_was_unaffected_by_elevated_atmospheric_pco2_in_a_four_year_old_field_experiment_swiss_face_plant_and_soil 227:291-299",NA,"@gloser_et_al_2000"
"swissface_lolium2_c","anpp","hebeisen_et_al_1997","hebeisen_t_luscher_a_zanetti_s_fischer_b_hartwig_u_frehner_m_hendrey_g_blum_h_and_noesberger_j_1997_growth_response_of_trifolium_repens_l_and_lolium_perenne_l_as_monocultures_and_bi?species_mixture_to_free_air_co2_enrichment_and_management_global_change_biology 3:149-160",NA,"@hebeisen_et_al_1997"
"swissface_lolium2_c","bgb","van_groenigen_et_al_2005","van_groenigen_kj_gorissen_a_six_j_harris_d_kuikman_pj_van_groenigen_jw_van_kessel_c_2005_decomposition_of_c-14-labeled_roots_in_a_pasture_soil_exposed_to_10_years_of_elevated_co2_soil_biology_and_biochemistry_37_497-506",NA,"@van_groenigen_et_al_2005"
"swissface_medicago_c","agb","luscher_et_al_2000","luscher_a_hartwig_u_a_suter_d_and_noesberger_j_2000_direct_evidence_that_symbiotic_n2_fixation_in_fertile_grassland_is_an_important_trait_for_a_strong_response_of_plants_to_elevated_atmospheric_co2 global_change_biology 6:655-662",NA,"@luscher_et_al_2000"
"swissface_trifolium2_c","vcmax","ainsworth_et_al_2003","ainsworth_e_a_rogers_a_blum_h_noèsberger_j_and_long_s_p_2003_variation_in_acclimation_of_photosynthesis_in_trifolium_repens_after_eight_years_of_exposure_to_free_air_co2_enrichment_face journal_of_experimental_botany_54:2769-2774",NA,"@ainsworth_et_al_2003"
"tasface_c","agb","pendall_et_al_2011","pendall_et_al_2011_soil_carbon_storage_under_simulated_climate_change_is_mediated_by_plant_functional_type_global_change_biology_17_505-514",NA,"@pendall_et_al_2011"
"ua_otc_c","agb","jach_et_al_2000","jach_me_laureysens_i_ceulemans_r_2000_above-_and_below-ground_production_of_young_scots_pine_pinus_sylvestris_l_trees_after_three_years_of_growth_in_the_field_under_elevated_co2_annals_of_botany_85_789-798",NA,"@jach_et_al_2000"
"ua_otc_c","agb","janssens_et_al_2005","janssens_et_al_2005_carbon_budget_of_pinus_sylvestris_saplings_after_four_years_of_exposure_to_elevated_atmospheric_carbon_dioxide_concentration_tree_physiology_25_325-337",NA,"@janssens_et_al_2005"
"ua_otc_c","bgb","janssens_et_al_1998","janssens_et_al_1998_elevated_atmospheric_co2_increases_fine_root_production_respiration_rhizosphere_respiration_and_soil_co2_efflux_in_scots_pine_seedlings_global_change_biology_4_871-878",NA,"@janssens_et_al_1998"
"usda_central_plains_c","bgb","pendall_et_al_2004","pendall_e_mosier_a_r_and_morgan_j_a_rhizodeposition_stimulated_by_elevated_co2_in_a_semiarid_grassland_new_phytol_162_447-458_2004",NA,"@pendall_et_al_2004"
"usda_central_plains_c","agb","morgan_et_al_2001","morgan_j_a_lecain_d_r_mosier_a_r_and_milchunas_d_g_2001_elevated_co2_enhances_water_relations_and_productivity_and_effects_gas_exchange_in_c3_and_c4_grasses_of_the_colorado_shortgrass_steppe_global_change_biology_74_451–466_https://doiorg/101046/j1365-2486200100415x",NA,"@morgan_et_al_2001"
"usda_citrus_c","bgb","kimball_et_al_2007","kimball_et_al_2007_seventeen_years_of_carbon_dioxide_enrichment_of_sour_orange_trees:_final_results_global_change_biology_13_2171-2183",NA,"@kimball_et_al_2007"
"webface_c","bgb","hagedorn_et_al_2013","hagedorn_f_et_al_nine_years_of_co2_enrichment_at_the_alpine_treeline_stimulates_soil_respiration_but_does_not_alter_soil_microbial_communities_soil_biol_biochem_57_390-400_2013",NA,"@hagedorn_et_al_2013"
"webface_c","bgb","bader_et_al_2009","bader_et_al_2009_fine_root_responses_of_mature_deciduous_forest_trees_to_free_air_carbon_dioxide_enrichment_face_functional_ecology_23_913-921",NA,"@bader_et_al_2009"
